,basic_date,stockname,close_value,volume_value,diff_value,diff_value_rate,ma3_value,ma3_rate,cv3d_diff_rate,vv_diff_value,vv_ma3_value,vv_ma3_rate,ud_3d
187,20171025,에듀파트너,871,2,-149.0,-14.6078,1023.6666666666666,-14.999999999999991,-28.30508474576271,-1802.0,669.3333333333334,36.495687698592825,-1
188,20171026,에듀파트너,846,1201,-25.0,-2.8703,912.3333333333334,-16.749226006191954,-4.705882352941177,1199.0,1002.3333333333334,-20.059880239520957,0
189,20171027,에듀파트너,972,1200,126.0,14.8936,896.3333333333334,-4.493650276782807,28.013777267508612,-1.0,801.0,69.37250996015936,0
190,20171030,에듀파트너,1115,1000,143.0,14.7119,977.6666666666666,17.53744976251369,33.56973995271868,-200.0,1133.6666666666667,26.770867974725643,1
191,20171031,에듀파트너,1130,1612,15.0,1.3453,1072.3333333333333,25.51134250650799,16.255144032921812,612.0,1270.6666666666667,74.1156887224303,0
192,20171101,에듀파트너,1130,1572,0.0,0.0,1125.0,14.728946471189921,-0.8968609865470852,-40.0,1394.6666666666667,20.111731843575416,0
193,20171102,에듀파트너,1105,901,-25.0,-2.2124,1121.6666666666667,3.0463164438918318,-4.424778761061947,-671.0,1361.6666666666667,-11.4900314795383,0
194,20171103,에듀파트너,1080,901,-25.0,-2.2624,1105.0,1.4814814814814883,9.734513274336283,0.0,1124.6666666666667,-9.130019120458902,0
195,20171106,에듀파트너,1240,2000,160.0,14.8148,1141.6666666666667,5.9435364041604615,12.669683257918551,1099.0,1267.3333333333333,-9.179926560587514,0
196,20171107,에듀파트너,1245,809,5.0,0.4032,1188.3333333333333,13.574660633484163,18.51851851851852,-1191.0,1236.6666666666667,6.965026674570236,1
197,20171108,에듀파트너,1280,800,35.0,2.8112,1255.0,16.642335766423358,18.548387096774192,-9.0,1203.0,-31.37822198842714,1
198,20171109,에듀파트너,1470,1000,190.0,14.8438,1331.6666666666667,24.54417952314166,35.7429718875502,200.0,869.6666666666666,-51.482479784366575,1
199,20171110,에듀파트너,1690,0,220.0,14.966,1480.0,22.17795484727755,12.5,-1000.0,600.0,-71.98669991687449,0
200,20171113,에듀파트너,1440,11,-250.0,-14.7929,1533.3333333333333,19.77471839799749,12.585034013605442,11.0,337.0,-99.5783825220391,0
201,20171114,에듀파트너,1655,0,215.0,14.9306,1595.0,12.5,12.42603550295858,-11.0,3.6666666666666665,-84.44444444444444,0
202,20171115,에듀파트너,1900,269,245.0,14.8036,1665.0,18.043478260869573,30.208333333333332,269.0,93.33333333333333,74.87636003956479,0
203,20171116,에듀파트너,1875,1499,-25.0,-1.3158,1810.0,17.763845350052243,12.386706948640484,1230.0,589.3333333333334,21436.363636363636,0
204,20171117,에듀파트너,1860,601,-15.0,-0.8,1878.3333333333333,17.417417417417415,12.105263157894736,-898.0,789.6666666666666,650.3571428571429,0
205,20171120,에듀파트너,2130,1,270.0,14.5161,1955.0,15.009208103130748,20.266666666666666,-600.0,700.3333333333334,-65.89366515837104,0
206,20171121,에듀파트너,2255,1,125.0,5.8685,2081.6666666666665,23.69121561668147,38.97849462365591,0.0,201.0,-99.87336428872943,1
207,20171122,에듀파트너,2585,1,330.0,14.6341,2323.3333333333335,25.31969309462916,17.84037558685446,0.0,1.0,-80.86625416468348,0
208,20171123,에듀파트너,2510,400,-75.0,-2.9014,2450.0,21.53722978382707,10.643015521064301,399.0,134.0,49.58540630182422,0
209,20171124,에듀파트너,2495,501,-15.0,-0.5976,2530.0,6.599713055954075,-6.189555125725339,101.0,300.6666666666667,46600.0,-1
210,20171127,에듀파트너,2425,500,-70.0,-2.8056,2476.6666666666665,-4.965986394557817,-17.729083665338646,-1.0,467.0,177.363184079602,-1
211,20171128,에듀파트너,2065,114,-360.0,-14.8454,2328.3333333333335,-17.654808959156778,-29.458917835671343,-386.0,371.6666666666667,23.61419068736142,-1
212,20171129,에듀파트너,1760,501,-305.0,-14.77,2083.3333333333335,-21.80349932705248,-18.144329896907216,387.0,371.6666666666667,60.67094932191293,0
213,20171130,에듀파트너,1985,1636,225.0,12.7841,1936.6666666666667,-22.19040801717967,-18.159806295399516,1135.0,750.3333333333334,145.47085201793723,0
214,20171201,에듀파트너,1690,600,-295.0,-14.8615,1811.6666666666667,-10.32000000000001,9.659090909090908,-1036.0,912.3333333333334,280.0896860986547,0
215,20171204,에듀파트너,1930,2002,240.0,14.2012,1868.3333333333333,-4.8192771084337425,-3.7783375314861463,1402.0,1412.6666666666667,42.29231452687694,0
216,20171205,에듀파트너,1910,601,-20.0,-1.0363,1843.3333333333333,0.5519779208831647,-3.8461538461538463,-1401.0,1067.6666666666667,17.099013518450846,0
217,20171206,에듀파트너,1625,602,-285.0,-14.9215,1821.6666666666667,-8.474576271186438,-17.357512953367877,1.0,1068.3333333333333,-29.14110429447853,-1
218,20171207,에듀파트너,1595,1800,-30.0,-1.8462,1710.0,-13.01989150090416,-16.75392670157068,1198.0,1001.0,-24.945363721511086,-1
219,20171208,에듀파트너,1590,2,-5.0,-0.3135,1603.3333333333333,-8.417200365965241,12.0,-1798.0,801.3333333333334,-43.744149765990635,0
220,20171211,에듀파트너,1820,1,230.0,14.4654,1668.3333333333333,0.974658869395716,10.9717868338558,-1.0,601.0,-79.92007992007993,0
221,20171212,에듀파트너,1770,600,-50.0,-2.7473,1726.6666666666667,11.226611226611228,10.69182389937107,599.0,201.0,-50.0,0
222,20171213,에듀파트너,1760,601,-10.0,-0.565,1783.3333333333333,0.4995004995005086,-17.582417582417584,1.0,400.6666666666667,-0.11092623405434755,-1
223,20171214,에듀파트너,1500,600,-260.0,-14.7727,1676.6666666666667,-11.872586872586872,-26.27118644067797,-1.0,600.3333333333334,99.50248756218906,-1
224,20171215,에듀파트너,1305,2,-195.0,-13.0,1521.6666666666667,-23.644859813084103,-27.27272727272727,-598.0,401.0,41.763727121464214,-1
225,20171218,에듀파트너,1280,1102,-25.0,-1.9157,1361.6666666666667,-26.838966202783297,-27.0,1100.0,568.0,-10.882842865074965,-1
226,20171219,에듀파트너,1095,501,-185.0,-14.4531,1226.6666666666667,-20.48192771084338,-3.8314176245210727,-601.0,535.0,33.582709891936815,0
227,20171220,에듀파트너,1255,4,160.0,14.6119,1210.0,-16.156670746634024,-16.015625,-497.0,535.6666666666666,-11.619718309859154,0
228,20171221,에듀파트너,1075,1001,-180.0,-14.3426,1141.6666666666667,-3.1250000000000124,12.785388127853881,997.0,502.0,2.0560747663551404,0
229,20171222,에듀파트너,1235,633,160.0,14.8837,1188.3333333333333,,,-368.0,546.0,,0
